Jaccard,Precision,Recall,avgconf,argminC

1.0,0.38092874945847427,0.38092874945847427,0.6697286558603752,0.2878904855603218
1.0,0.3947843444110005,0.3947843444110005,0.6705353837227891,0.2877073434983358
1.0,0.38573830288489136,0.38573830288489136,0.5899212051155862,0.4059288213907705
1.0,0.3616143165288479,0.3616143165288479,0.6506673167356958,0.35684154320250344

1.0,0.2320048085041565,0.2320048085041565,0.5698106077687579,0.38391498248334566
1.0,0.25261754548078086,0.25261754548078086,0.5245954115068057,0.4311962001076499
1.0,0.22541100701847683,0.22541100701847683,0.5722115205439811,0.3724504076013357
1.0,0.24602374399510119,0.24602374399510119,0.5269963242820288,0.4194004205222013
1.0,0.2519972152779707,0.2519972152779707,0.5693802071908366,0.38376164657298556
1.0,0.27260995225459506,0.27260995225459506,0.5241650109288842,0.43102971905060894
1.0,0.24448227192753938,0.24448227192753938,0.5717811199660598,0.3722798044107272
1.0,0.2650950089041637,0.2650950089041637,0.5265659237041075,0.41921590196254827

1.0,0.415432378122406,0.415432378122406,0.5548293188848299,0.761735729187442
1.0,0.334060320095582,0.334060320095582,0.5718818442660978,0.7680626786998788
1.0,0.4010415469312073,0.4010415469312073,0.5169713139423143,0.7688355275615029

1.0,0.37214442114790486,0.37214442114790486,0.5735484268429121,0.33365004934015086
1.0,0.29102694798636447,0.29102694798636447,0.6814353739701421,0.3090118150575347
1.0,0.30431715930595216,0.30431715930595216,0.5065074712561612,0.35874706921155297
1.0,0.2401738760493182,0.2401738760493182,0.5930081223757062,0.33262000634978783
1.0,0.305900402015933,0.305900402015933,0.6242123247929738,0.2901339731120912
1.0,0.2162872365871839,0.2162872365871839,0.7422320515102162,0.2662766668985481
1.0,0.27092242712182246,0.27092242712182246,0.47454675626814435,0.40068718910376533
1.0,0.23658818877411333,0.23658818877411333,0.5824337033953744,0.3544557494687587
1.0,0.22299340749238006,0.22299340749238006,0.42400607911052157,0.4287538967737575
1.0,0.19756106501728177,0.19756106501728177,0.5105067302300664,0.3807285644232538
1.0,0.20467840798985062,0.20467840798985062,0.5252106542182061,0.35551807824562354
1.0,0.1618484773749328,0.1618484773749328,0.6432303809354485,0.31035789126968494

1.0,0.4650869889684358,0.4650869889684358,0.5110021954044276,0.3833058435605134
1.0,0.530889482194969,0.530889482194969,0.5992374463653267,0.31083780568489183
1.0,0.5040385121671207,0.5040385121671207,0.5236060045043399,0.39827067788782083
1.0,0.5852494473461176,0.5852494473461176,0.6157483880897154,0.32526713575944144
1.0,0.4644283789895076,0.4644283789895076,0.5288073203882373,0.38817533735652177
1.0,0.5299703393075365,0.5299703393075365,0.6216927490998838,0.31551485385005534
1.0,0.47702935577706057,0.47702935577706057,0.508839827794035,0.3823917896565343
1.0,0.5475560099768914,0.5475560099768914,0.5968047828036352,0.310017360950005
1.0,0.521422334681089,0.521422334681089,0.5211733409426483,0.397505561771211
1.0,0.6095099616585585,0.6095099616585585,0.612968201162068,0.3245890852827616
1.0,0.4762787392029305,0.4762787392029305,0.5263746568265457,0.38732479553907867
1.0,0.5465084645290933,0.5465084645290933,0.6189125621722363,0.3147549503523889

1.0,0.3226587446755364,0.3226587446755364,0.5692240928539434,0.3505457325919641
1.0,0.31841332586557675,0.31841332586557675,0.5759378639324315,0.34716039811949406
1.0,0.34327148165216076,0.34327148165216076,0.5403349194373102,0.3716136029080397
1.0,0.276150221297216,0.276150221297216,0.5621519164775941,0.35487592584628297
1.0,0.2719048024872563,0.2719048024872563,0.5688656875560822,0.3514905913738129
1.0,0.2967629582738403,0.2967629582738403,0.5332627430609609,0.37598426626311204

1.0,0.33468533611854495,0.5020280041778175,0.6345256446905324,0.6230148583899733

1.0,0.2785980360977772,0.2785980360977772,0.4766733944360596,0.4238268102519793
1.0,0.21235883707992542,0.21235883707992542,0.4278531434643812,0.4104068186739534

1.0,0.6780076217850852,0.6780076217850852,0.5228333260547295,0.5880772052810765
1.0,0.6561837170585543,0.6561837170585543,0.5219252683980177,0.5882449226535729
1.0,0.6453510278965483,0.6453510278965483,0.46573205308530885,0.5874245821985982
1.0,0.537343399274038,0.537343399274038,0.48636604728796884,0.6107329281102276
1.0,0.5198614441229029,0.5198614441229029,0.48545798963125697,0.6110073262363722
1.0,0.47728053345045124,0.47728053345045124,0.4340367624959451,0.610167403053123

1.0,0.34542915068139807,0.34542915068139807,0.47214208163884575,0.7215420257568872
1.0,0.3569976010619958,0.3569976010619958,0.46944347670075376,0.7151124203974675
1.0,0.25669483807318877,0.3850422571097831,0.5243353560358402,0.7968130854471845
1.0,0.27043666272427164,0.4056549940864074,0.5168127412440336,0.7955951420307992

1.0,0.20114954009052013,0.3017243101357802,0.578624976093678,0.6420119130871786
1.0,0.19831926088388038,0.29747889132582056,0.6139575460060889,0.6242173642677149
1.0,0.22322122230610442,0.22322122230610442,0.4411590128655458,0.6078754686995659

1.0,0.4917033678674825,0.4917033678674825,0.4866407921581849,0.36190073075393
1.0,0.5105108688002141,0.5105108688002141,0.4308926788090226,0.35971278225297343

1.0,0.32400156301060284,0.4860023445159043,0.5201049186107072,0.7667772057597606
1.0,0.33626897706025743,0.5044034655903862,0.699254920694348,0.7685880029588973
1.0,0.26326542849787016,0.39489814274680524,0.5303118184167653,0.7782692943218569
1.0,0.2591172529551094,0.3886758794326641,0.5562706193763561,0.7768980241869468

0.95,0.707734540330795,0.707734540330795,0.5367929427570803,0.27206911580705384

1.0,0.5101609938388296,0.5101609938388296,0.46182371223275576,0.3243149201159017
1.0,0.6132893358060072,0.6132893358060072,0.479498774205807,0.2883244801695707
1.0,0.5226764217517513,0.5226764217517513,0.49989704579712274,0.3269225973331571
1.0,0.5891826018200725,0.5891826018200725,0.5211071201647842,0.2908129451951571
1.0,0.4554595638979403,0.4554595638979403,0.41329553753251946,0.3803625209358814
1.0,0.558587905865118,0.558587905865118,0.4309705995055707,0.34261520518418215
1.0,0.4743637799609509,0.4743637799609509,0.45136887109688634,0.3824671757577279
1.0,0.5408699600292721,0.5408699600292721,0.4725789454645478,0.3446327975611715
1.0,0.35963592796156213,0.35963592796156213,0.3610129102212709,0.3876501208339344
1.0,0.5138935387230058,0.5138935387230058,0.37616296334102917,0.34929011482855543
1.0,0.37994772021677925,0.37994772021677925,0.38899654270773,0.38954868795187453
1.0,0.5015096912845558,0.5015096912845558,0.40667160468078123,0.35112534337971674

1.0,0.6721133785296066,0.6721133785296066,0.8833333333333333,-0.8723795639845574
1.0,0.30681674560063316,0.30681674560063316,0.5268743081352997,-0.9430732836709906
1.0,0.3594903144120203,0.3594903144120203,0.5438032082247701,-0.8725991959164854
1.0,0.44661564456241915,0.44661564456241915,0.557900297419668,-0.9461598588077975

1.0,0.15207074009403293,0.4562122202820988,0.8459312321674529,0.7788309960089013
1.0,0.1837157149068034,0.3674314298136068,0.6726417113213664,0.7133020495140066

1.0,0.15145595978765689,0.30291191957531377,0.7180981618249337,0.7110089536174578
1.0,0.1159832047779396,0.2319664095558792,0.6551980839905934,0.7553951203555007
1.0,0.2006576655532196,0.4013153311064392,0.7864841953753439,0.7030825886379813

0.95,0.3360566892648033,0.6721133785296066,0.95,0.7058823529411764

1.0,0.2232179446683752,0.2232179446683752,0.47381852576176847,-0.8017960412919913
1.0,0.4256619327205399,0.4256619327205399,0.6416147900057482,-0.8516519311763906

1.0,0.8231712539930442,0.8231712539930442,0.7074975614081308,-0.8551064874302379

1.0,0.30681674560063316,0.30681674560063316,0.5479095431790223,-0.9718641443265003
1.0,0.19152127566427035,0.19152127566427035,0.5738751280647804,-0.926781955925317

1.0,0.1837157149068034,0.3674314298136068,0.5458836559045686,0.7398793171552694
1.0,0.15207074009403293,0.4562122202820988,0.6885126771986477,0.7786118649565041

1.0,0.18464678754122926,0.3692935750824585,0.5685448997694857,0.783093268555342
1.0,0.141344592542449,0.282689185084898,0.5065824005658255,0.7585422025647781
1.0,0.24130922039939456,0.48261844079878913,0.6549281515781344,0.7828744473788773

0.925,0.6721133785296066,0.6721133785296066,1.0,-1.0

1.0,0.11597420871108512,0.23194841742217023,0.5084416644668848,0.7992110781085765
1.0,0.4256619327205399,0.4256619327205399,0.6285786373552646,-0.8432105395017487

1.0,0.4074812919144022,0.8149625838288044,0.6850130865085864,0.7663699752927211
1.0,0.3796000525707833,0.7592001051415666,0.6230657309202021,0.7582553918870615
1.0,0.4115856269965221,0.8231712539930442,0.7141769273747922,0.7676980705635044

1.0,0.42036165667472447,0.42036165667472447,0.39750405611443007,-0.8861365753213875
1.0,0.1965320223911322,0.1965320223911322,0.44257750339813756,-0.8577037708839392
1.0,0.2887807380831779,0.2887807380831779,0.38435730030653503,-0.8928387998957694
1.0,0.13501389002043906,0.13501389002043906,0.4244225867809417,-0.8672283866567538
1.0,0.21284976655953144,0.21284976655953144,0.38924116885448573,-0.8564379246362086
1.0,0.09951382202253166,0.09951382202253166,0.42930645532889233,-0.8525718111588205
1.0,0.1649050707545406,0.1649050707545406,0.4893227907112564,-0.8720489988709055
1.0,0.07709819995076474,0.07709819995076474,0.5343962379949639,-0.869072395232894
1.0,0.239063016907401,0.239063016907401,0.4468552494520705,-0.8592645687235916
1.0,0.11176932397545666,0.11176932397545666,0.49192869673577794,-0.8552036013627786
1.0,0.1988992916852895,0.1988992916852895,0.38819462663108395,-0.8304302432695416
1.0,0.09593663409216563,0.19187326818433126,0.543303231193264,0.7883655329279526
1.0,0.15409695908319004,0.15409695908319004,0.4881454307099295,-0.8313779684893237
1.0,0.1628701650066639,0.3257403300133278,0.7390112486789189,0.7913462347545627
1.0,0.22339448851465593,0.22339448851465593,0.4456778894507435,-0.8315250408001271
1.0,0.10775159187971169,0.21550318375942337,0.6460049470289366,0.7906698302570612
1.0,0.451995223364894,0.451995223364894,0.40231606229701705,-0.8299658803541992
1.0,0.21132168918958266,0.21132168918958266,0.44738950958072454,-0.8320311812729118
1.0,0.3105124174405542,0.3105124174405542,0.3886346391355012,-0.8403920890597347
1.0,0.14517411949485481,0.14517411949485481,0.4286999256099079,-0.8430417324633743
1.0,0.22886739609004336,0.22886739609004336,0.3935185076834519,-0.8107829563728883
1.0,0.10700255719986809,0.10700255719986809,0.4335837941578585,-0.8156010178466022
1.0,0.17731470771935412,0.17731470771935412,0.4941347968938434,-0.8302566201491466
1.0,0.08290008747097154,0.08290008747097154,0.5392082441775509,-0.8336655417117398
1.0,0.25705327783727744,0.25705327783727744,0.4516672556346575,-0.814277064292923
1.0,0.1201803250925939,0.1201803250925939,0.4967407029183649,-0.8190392110689406
1.0,0.21386710311206464,0.21386710311206464,0.39247196546005014,-0.8293684860739144
1.0,0.10315617437229459,0.20631234874458917,0.5554264398616545,0.7703207486575931
1.0,0.1656932508821883,0.1656932508821883,0.4929574368925165,-0.8383902758035693
1.0,0.1628701650066639,0.3257403300133278,0.7482607354627451,0.7856245080816924
1.0,0.24020564228768648,0.24020564228768648,0.4504898956333305,-0.8328965910680673
1.0,0.11586024573425756,0.23172049146851512,0.6606138944242875,0.7737047813290749
1.0,0.4387962105816915,0.4387962105816915,0.4020084722391529,-0.8680361589083798
1.0,0.20515074416008278,0.20515074416008278,0.44708191952286036,-0.8664869300750706
1.0,0.30144493806183437,0.30144493806183437,0.3883612257507331,-0.8754469989212865
1.0,0.14093479359061656,0.14093479359061656,0.4284265122251398,-0.8745853395640122
1.0,0.2221840872175244,0.2221840872175244,0.39324509429868376,-0.8350015478109456
1.0,0.10387790444402198,0.10387790444402198,0.4333103807730904,-0.8380429958098676
1.0,0.17213682314700277,0.17213682314700277,0.4938272068359793,-0.8565081964267844
1.0,0.080479266945232,0.080479266945232,0.5389006541196867,-0.8526090001993456
1.0,0.24954689430764596,0.24954689430764596,0.4513596655767934,-0.8382511230675147
1.0,0.11667085958236659,0.11667085958236659,0.4964331128605008,-0.8409556965254039
1.0,0.20762182775966612,0.20762182775966612,0.39219855207528204,-0.8383432820469138
1.0,0.10014384239659362,0.20028768479318723,0.5489296251176486,0.7811955643793225
1.0,0.16085473219120902,0.16085473219120902,0.4926498468346523,-0.8263858955839747
1.0,0.1628701650066639,0.3257403300133278,0.7450950730036601,0.7861972596548251
1.0,0.23319123775582037,0.23319123775582037,0.45018230557546646,-0.8409490658596555
1.0,0.1124769337312524,0.2249538674625048,0.652569073274052,0.783690085712043

1.0,0.12538164406342692,0.3761449321902808,0.4603886599717663,0.794431489015303
1.0,0.15861602308704903,0.4758480692611471,0.5131649777326415,0.7933160930945735
1.0,0.13838810165799773,0.4151643049739932,0.46743094738733754,0.7915651475023768
1.0,0.15861602308704903,0.4758480692611471,0.5179091569272217,0.7933059641088103
1.0,0.11511103162143382,0.34533309486430147,0.45723028430458296,0.7945705395169452
1.0,0.15861602308704903,0.4758480692611471,0.5106698471147342,0.7933756281035468
1.0,0.11064754327534276,0.3319426298260283,0.4570656384144425,0.7946397017192488
1.0,0.15861602308704903,0.4758480692611471,0.510527162961827,0.7934747599572165

1.0,0.17468284768592593,0.34936569537185186,0.5197344951947943,0.7087635462067654
1.0,0.15122245101283996,0.4536673530385199,0.5372916155698488,0.7994330927121295
1.0,0.09015692142322042,0.27047076426966127,0.4573995870796194,0.7877512930757826
1.0,0.11645523179061729,0.34936569537185186,0.5530830044880412,0.795814384663353
1.0,0.15122245101283996,0.4536673530385199,0.5759710542389477,0.8132809690659347
1.0,0.09015692142322042,0.27047076426966127,0.511017619195825,0.7807392966550508
1.0,0.3079183990884246,0.6158367981768492,0.5695906549648799,0.7054763560688092
1.0,0.13550628827010658,0.40651886481031974,0.6660380464406562,0.7924000802629382
1.0,0.16848767002912154,0.5054630100873646,0.5414503752532082,0.7880416059861499
1.0,0.13550628827010658,0.40651886481031974,0.6758013945562565,0.7834706583970383
1.0,0.13550628827010658,0.40651886481031974,0.6913053029809967,0.7806720808154786
1.0,0.16848767002912154,0.5054630100873646,0.5952487642218222,0.7737254120647754
1.0,0.13121469881946982,0.3936440964584095,0.5549703830489445,0.7975218351793106
1.0,0.13550628827010658,0.40651886481031974,0.6696782662648184,0.7959099750571172
1.0,0.16848767002912154,0.5054630100873646,0.5661859441307214,0.7916401119347745
1.0,0.13550628827010658,0.40651886481031974,0.6694041864515134,0.7836542105194584
1.0,0.13550628827010658,0.40651886481031974,0.6844527371513389,0.778261690112981
1.0,0.16848767002912154,0.5054630100873646,0.5900261278608802,0.7760006436765519
1.0,0.2449368677700082,0.4898737355400164,0.5435710066507149,0.7105474008589525
1.0,0.20278451423521884,0.6083535427056566,0.565069177368088,0.7992369468058196
1.0,0.12857576638787874,0.38572729916363624,0.5489236198102155,0.796781298323344
1.0,0.16329124518000546,0.4898737355400164,0.6164404508620697,0.7909951725657497
1.0,0.20278451423521884,0.6083535427056566,0.6149833779592625,0.7944738877376358
1.0,0.12857576638787874,0.38572729916363624,0.571419061239996,0.7790853271773389
1.0,0.2449368677700082,0.4898737355400164,0.5384675190526167,0.7077061936389111
1.0,0.20278451423521884,0.6083535427056566,0.5576577393349518,0.7973805152564617
1.0,0.12857576638787874,0.38572729916363624,0.5315017471773983,0.8049024528234614
1.0,0.16329124518000546,0.4898737355400164,0.6118189629397649,0.7924898950740914
1.0,0.12517337924329633,0.37552013772988896,0.6462133781015315,0.7960273348915559
1.0,0.12857576638787874,0.38572729916363624,0.5684630787038905,0.7812739888141846

1.0,0.3360566892648033,0.6721133785296066,0.569178235639273,0.7520605581719333
1.0,0.3360566892648033,0.6721133785296066,0.5684918808053869,0.7517786198413614
1.0,0.22403779284320222,0.6721133785296066,0.8310005500140033,0.7713806438448612

1.0,0.14930825872738376,0.2986165174547675,0.478928011403245,0.6818948607091507
1.0,0.09643398357179189,0.19286796714358379,0.5567821585123375,0.7140363381356251
1.0,0.1311163006970247,0.2622326013940494,0.5150212118157661,0.6835992616327665
1.0,0.1090053711521696,0.2180107423043392,0.6066629270871331,0.7154409945116086
1.0,0.20600503326729666,0.4120100665345933,0.554751610127511,0.7153001263994038
1.0,0.13155762829903342,0.26311525659806684,0.6400086648590002,0.7379485499974809
1.0,0.1809050491727528,0.3618100983455056,0.5982426247722838,0.7164540280257385
1.0,0.14838551980133216,0.2967710396026643,0.7001886634848207,0.7389163688526452
1.0,0.07300193686967028,0.21900581060901086,0.49513931815922785,0.7870564916451546
1.0,0.08781225519802024,0.1756245103960405,0.5510174019389416,0.6953365505859246
1.0,0.07300193686967028,0.21900581060901086,0.4979756080719396,0.7876549438517035
1.0,0.09930203719803547,0.19860407439607095,0.6161691960998347,0.6970597409210046

1.0,0.24161951535766732,0.7248585460730019,0.5864749610392167,0.7762855678873237
1.0,0.21595138833926378,0.6478541650177914,0.5322357733622615,0.7623010230038003
1.0,0.27439041799768144,0.8231712539930442,0.6124020870485811,0.7813116220490148

1.0,0.14648902207681425,0.14648902207681425,0.47770146288821,-0.7645979600794338
1.0,0.13223619484618998,0.13223619484618998,0.5854572425566896,-0.727528354655026
1.0,0.20266809775649963,0.20266809775649963,0.46965108378218917,-0.7698039844685551
1.0,0.1567635253418554,0.1567635253418554,0.47962215341524095,-0.8189788080375151
1.0,0.14151102784351424,0.14151102784351424,0.5876523174447248,-0.7992940165731022
1.0,0.21688291059774406,0.21688291059774406,0.4715717743092201,-0.8257783331485025
1.0,0.1010477608073416,0.1010477608073416,0.5263963203031264,-0.7687393553180348
1.0,0.091216196254516,0.091216196254516,0.6411085081737369,-0.7385576472283859
1.0,0.1397999466106004,0.1397999466106004,0.5183459411971055,-0.7765380099909537
1.0,0.1893654950831521,0.1893654950831521,0.4091208813312079,-0.8527121911121969
1.0,0.17094094936226845,0.17094094936226845,0.4948346158465021,-0.8199328405013049
1.0,0.26198785496087085,0.26198785496087085,0.4019649887925226,-0.8582853322568693
1.0,0.2609523126636021,0.2609523126636021,0.5270051552344656,-0.8232277249841249
1.0,0.2355626406247248,0.2355626406247248,0.6609375135720674,-0.8001279575514024
1.0,0.3610284788778194,0.3610284788778194,0.5178047219704416,-0.8202499244971304
1.0,0.1838717465365422,0.1838717465365422,0.4621609390684414,-0.7484875660532615
1.0,0.1659817217495363,0.1659817217495363,0.5676966439055253,-0.7099171188233315
1.0,0.25438723375588995,0.25438723375588995,0.45411055996242045,-0.7535876679214615
1.0,0.10813508744534539,0.10813508744534539,0.5283170108301574,-0.8340385835082623
1.0,0.09761395284374512,0.09761395284374512,0.643303583061772,-0.8126934255941725
1.0,0.14960528893277114,0.14960528893277114,0.5202666317241363,-0.8358551475973873
1.0,0.1967682136803251,0.1967682136803251,0.4640816295954722,-0.8139048990114746
1.0,0.1776234114671351,0.1776234114671351,0.5698917187935606,-0.7934685606395437
1.0,0.2722295432119469,0.2722295432119469,0.45603125048945137,-0.8204513933396451
1.0,0.2756485552275835,0.2756485552275835,0.42057627144609927,-0.8295569873099261
1.0,0.24882899442820974,0.24882899442820974,0.5201713094799916,-0.8010909331996239
1.0,0.38136078420953523,0.38136078420953523,0.4125258923400784,-0.8415860810048477
1.0,0.1311977533589551,0.1311977533589551,0.46674718829883144,-0.7715030439564148
1.0,0.11843270868079003,0.11843270868079003,0.5729380715973996,-0.7309716755842245
1.0,0.18151257156487186,0.18151257156487186,0.4586968091928106,-0.7810663062403982
1.0,0.14039975174860783,0.14039975174860783,0.46866787882586236,-0.8317555670998826
1.0,0.12673938746652436,0.12673938746652436,0.575133146485435,-0.7946090393565752
1.0,0.194243569988845,0.194243569988845,0.4606174997198414,-0.8372793765611376
1.0,0.0904998819155514,0.0904998819155514,0.5154420457137479,-0.7741046555752373
1.0,0.0816945860439066,0.0816945860439066,0.628589337214447,-0.7439012188407688
1.0,0.12520691759000865,0.12520691759000865,0.5073916666077269,-0.7823666290573835
1.0,0.16959856217476985,0.16959856217476985,0.3993837483628714,-0.8424604714510633
1.0,0.1530972641869128,0.1530972641869128,0.48388034125712354,-0.8191827818396318
1.0,0.23464023099406264,0.23464023099406264,0.39222785582418607,-0.848736803271677
1.0,0.23371278386537203,0.23371278386537203,0.5144859842751757,-0.8331036080105343
1.0,0.21097341484784474,0.21097341484784474,0.6463318141195626,-0.7959548213050249
1.0,0.32334249116997704,0.32334249116997704,0.5052855510111517,-0.8388589086416129
1.0,0.16467827902579577,0.16467827902579577,0.45120666447906277,-0.7569216390959326
1.0,0.14865570595980557,0.14865570595980557,0.5551774729462355,-0.7125958003360318
1.0,0.22783300126388506,0.22783300126388506,0.44315628537304186,-0.7659011272162858
1.0,0.09684739737469338,0.09684739737469338,0.5173627362407787,-0.8406313033101125
1.0,0.08742451228100145,0.08742451228100145,0.6307844121024823,-0.8097182794245276
1.0,0.13398872844072018,0.13398872844072018,0.5093123571347578,-0.8437130665685256
1.0,0.17622854737726773,0.17622854737726773,0.4531273550060936,-0.8273657891779456
1.0,0.15908217693078472,0.15908217693078472,0.5573725478342707,-0.7885879999515337
1.0,0.24381283976770435,0.24381283976770435,0.4450769759000727,-0.8331081594839556
1.0,0.24687495793054923,0.24687495793054923,0.4096219968567206,-0.8239755279799841
1.0,0.22285495920937085,0.22285495920937085,0.5076521385207016,-0.7995314342094895
1.0,0.34155240712347856,0.34155240712347856,0.40157161775069977,-0.8302683778927595
1.0,0.10895408377189555,0.10895408377189555,0.5066217351270748,-0.7523726588131432
1.0,0.09835326392849802,0.09835326392849802,0.6371568567801115,-0.7155932524585646
1.0,0.15073837334563905,0.15073837334563905,0.4974213018630508,-0.7587010098512768
